CMDLINE /opt/conda/bin/python dim_redu.py
MEM 3104.816406 1725504633.1176
MEM 3104.816406 1725504633.2178
MEM 3104.816406 1725504633.3179
MEM 3161.789062 1725504633.4181
MEM 3076.457031 1725504633.5183
MEM 3076.457031 1725504633.6188
MEM 3081.613281 1725504633.7190
MEM 3104.816406 1725504633.8195
MEM 3104.816406 1725504633.9200
MEM 3104.816406 1725504634.0205
MEM 3161.789062 1725504634.1211
MEM 3076.457031 1725504634.2216
MEM 3078.777344 1725504634.3222
MEM 3104.816406 1725504634.4227
MEM 3104.816406 1725504634.5233
MEM 3104.816406 1725504634.6238
MEM 3161.789062 1725504634.7242
MEM 3076.457031 1725504634.8247
MEM 3077.617188 1725504634.9252
MEM 3104.816406 1725504635.0257
MEM 3104.816406 1725504635.1261
MEM 3104.816406 1725504635.2266
MEM 3161.785156 1725504635.3270
MEM 3076.457031 1725504635.4277
MEM 3076.714844 1725504635.5283
MEM 3089.089844 1725504635.6289
MEM 3104.816406 1725504635.7293
MEM 3104.816406 1725504635.8298
MEM 3104.816406 1725504635.9301
MEM 3161.789062 1725504636.0307
MEM 3076.457031 1725504636.1311
MEM 3079.292969 1725504636.2317
MEM 3104.816406 1725504636.3321
MEM 3104.816406 1725504636.4328
MEM 3104.816406 1725504636.5332
MEM 3161.789062 1725504636.6337
MEM 3076.457031 1725504636.7342
MEM 3078.390625 1725504636.8346
MEM 3104.816406 1725504636.9350
MEM 3104.816406 1725504637.0354
MEM 3104.816406 1725504637.1358
MEM 3161.789062 1725504637.2364
MEM 3076.457031 1725504637.3368
MEM 3078.261719 1725504637.4372
MEM 3104.816406 1725504637.5376
MEM 3104.816406 1725504637.6382
MEM 3104.816406 1725504637.7385
MEM 3104.816406 1725504637.8390
MEM 3161.789062 1725504637.9395
MEM 3076.457031 1725504638.0401
MEM 3077.230469 1725504638.1407
MEM 3104.816406 1725504638.2412
MEM 3104.816406 1725504638.3416
MEM 3104.816406 1725504638.4422
MEM 3104.816406 1725504638.5426
MEM 3161.789062 1725504638.6432
MEM 3076.457031 1725504638.7437
MEM 3078.003906 1725504638.8441
MEM 3104.816406 1725504638.9447
MEM 3104.816406 1725504639.0452
MEM 3104.816406 1725504639.1457
MEM 3106.816406 1725504639.2462
MEM 3161.789062 1725504639.3466
MEM 3076.457031 1725504639.4472
MEM 3078.003906 1725504639.5478
MEM 3104.816406 1725504639.6483
MEM 3104.816406 1725504639.7487
MEM 3104.816406 1725504639.8490
MEM 3104.816406 1725504639.9494
MEM 3161.789062 1725504640.0500
MEM 3076.457031 1725504640.1504
MEM 3077.746094 1725504640.2508
MEM 3104.816406 1725504640.3514
MEM 3104.816406 1725504640.4530
MEM 3104.816406 1725504640.5537
MEM 3104.816406 1725504640.6539
MEM 3161.789062 1725504640.7541
MEM 3076.457031 1725504640.8545
MEM 3078.648438 1725504640.9547
MEM 3104.816406 1725504641.0550
MEM 3104.816406 1725504641.1551
MEM 3104.816406 1725504641.2554
MEM 3161.789062 1725504641.3555
MEM 3161.789062 1725504641.4557
MEM 3076.457031 1725504641.5561
MEM 3078.906250 1725504641.6564
MEM 3104.816406 1725504641.7567
MEM 3104.816406 1725504641.8569
MEM 3104.816406 1725504641.9571
MEM 3161.789062 1725504642.0572
MEM 3161.789062 1725504642.1574
MEM 3076.457031 1725504642.2577
MEM 3078.128906 1725504642.3580
MEM 3104.812500 1725504642.4582
MEM 3104.812500 1725504642.5584
MEM 3104.812500 1725504642.6586
MEM 3161.781250 1725504642.7588
MEM 3159.375000 1725504642.8595
MEM 3076.585938 1725504642.9601
MEM 3082.515625 1725504643.0605
MEM 3104.816406 1725504643.1610
MEM 3104.816406 1725504643.2615
MEM 3104.816406 1725504643.3619
MEM 3161.789062 1725504643.4624
MEM 3076.457031 1725504643.5629
MEM 3078.906250 1725504643.6636
MEM 3104.816406 1725504643.7642
MEM 3104.816406 1725504643.8647
MEM 3104.816406 1725504643.9653
MEM 3161.789062 1725504644.0659
MEM 3076.457031 1725504644.1665
MEM 3077.617188 1725504644.2671
MEM 3104.816406 1725504644.3678
MEM 3104.816406 1725504644.4685
MEM 3104.816406 1725504644.5690
MEM 3161.789062 1725504644.6696
MEM 3076.457031 1725504644.7702
MEM 3077.617188 1725504644.8707
MEM 3104.816406 1725504644.9713
MEM 3104.816406 1725504645.0720
MEM 3104.816406 1725504645.1725
MEM 3161.789062 1725504645.2730
MEM 3076.457031 1725504645.3736
MEM 3076.585938 1725504645.4742
MEM 3080.195312 1725504645.5749
MEM 3104.816406 1725504645.6755
MEM 3104.816406 1725504645.7762
MEM 3104.816406 1725504645.8766
MEM 3161.789062 1725504645.9772
MEM 3076.457031 1725504646.0778
MEM 3079.035156 1725504646.1785
MEM 3104.816406 1725504646.2790
MEM 3104.816406 1725504646.3796
MEM 3104.816406 1725504646.4802
MEM 3161.789062 1725504646.5807
MEM 3076.457031 1725504646.6813
MEM 3076.972656 1725504646.7819
MEM 3090.765625 1725504646.8825
MEM 3104.816406 1725504646.9831
MEM 3104.816406 1725504647.0837
MEM 3128.816406 1725504647.1843
MEM 3161.789062 1725504647.2849
MEM 3076.457031 1725504647.3856
MEM 3079.808594 1725504647.4861
MEM 3104.816406 1725504647.5867
MEM 3104.816406 1725504647.6872
MEM 3104.816406 1725504647.7877
MEM 3161.789062 1725504647.8881
MEM 3076.457031 1725504647.9887
MEM 3078.261719 1725504648.0891
MEM 3104.816406 1725504648.1895
MEM 3104.816406 1725504648.2900
MEM 3104.816406 1725504648.3904
MEM 3161.789062 1725504648.4910
MEM 3076.457031 1725504648.5916
MEM 3077.230469 1725504648.6922
MEM 3104.816406 1725504648.7926
MEM 3104.816406 1725504648.8931
MEM 3104.816406 1725504648.9937
MEM 3161.789062 1725504649.0941
MEM 3076.457031 1725504649.1946
MEM 3077.359375 1725504649.2952
MEM 3104.816406 1725504649.3958
MEM 3104.816406 1725504649.4962
MEM 3104.816406 1725504649.5966
MEM 3161.789062 1725504649.6971
MEM 3076.457031 1725504649.7979
MEM 3077.351562 1725504649.8985
MEM 3102.617188 1725504649.9988
MEM 3104.808594 1725504650.0991
MEM 3104.808594 1725504650.1993
MEM 3161.253906 1725504650.2995
MEM 3161.769531 1725504650.3997
MEM 3076.632812 1725504650.5001
MEM 3084.109375 1725504650.6022
MEM 3104.734375 1725504650.7024
MEM 3104.734375 1725504650.8025
MEM 3104.734375 1725504650.9027
MEM 3161.625000 1725504651.0028
MEM 3076.457031 1725504651.1031
MEM 3080.242188 1725504651.2033
MEM 3104.734375 1725504651.3036
MEM 3104.734375 1725504651.4038
MEM 3104.734375 1725504651.5039
MEM 3161.621094 1725504651.6041
MEM 3076.457031 1725504651.7044
MEM 3078.824219 1725504651.8057
MEM 3104.734375 1725504651.9061
MEM 3104.734375 1725504652.0063
MEM 3104.734375 1725504652.1065
MEM 3161.621094 1725504652.2067
MEM 3076.457031 1725504652.3070
MEM 3077.664062 1725504652.4073
MEM 3104.734375 1725504652.5076
MEM 3104.734375 1725504652.6078
MEM 3104.734375 1725504652.7080
MEM 3161.621094 1725504652.8082
MEM 3076.457031 1725504652.9091
MEM 3076.582031 1725504653.0095
MEM 3076.582031 1725504653.1103
MEM 3076.582031 1725504653.2109
MEM 3076.582031 1725504653.3114
MEM 3079.789062 1725504653.4117
MEM 3104.925781 1725504653.5121
MEM 3104.925781 1725504653.6124
MEM 3104.925781 1725504653.7127
MEM 3161.851562 1725504653.8129
MEM 3161.851562 1725504653.9134
MEM 3076.613281 1725504654.0138
MEM 3079.191406 1725504654.1142
MEM 3104.972656 1725504654.2145
MEM 3104.972656 1725504654.3148
MEM 3104.972656 1725504654.4151
MEM 3161.945312 1725504654.5153
MEM 3076.613281 1725504654.6157
MEM 3077.386719 1725504654.7160
MEM 3092.597656 1725504654.8164
MEM 3104.972656 1725504654.9168
MEM 3104.972656 1725504655.0172
MEM 3104.972656 1725504655.1175
MEM 3161.945312 1725504655.2178
MEM 3076.613281 1725504655.3182
MEM 3079.320312 1725504655.4187
MEM 3104.972656 1725504655.5191
MEM 3104.972656 1725504655.6194
MEM 3104.972656 1725504655.7200
MEM 3161.945312 1725504655.8204
MEM 3076.613281 1725504655.9209
MEM 3077.773438 1725504656.0212
MEM 3104.972656 1725504656.1216
MEM 3104.972656 1725504656.2220
MEM 3104.972656 1725504656.3223
MEM 3161.945312 1725504656.4224
MEM 3076.613281 1725504656.5229
MEM 3077.000000 1725504656.6233
MEM 3091.437500 1725504656.7235
MEM 3104.972656 1725504656.8238
MEM 3104.972656 1725504656.9239
MEM 3104.972656 1725504657.0241
MEM 3161.945312 1725504657.1242
MEM 3076.613281 1725504657.2244
MEM 3079.320312 1725504657.3250
MEM 3104.972656 1725504657.4252
MEM 3104.972656 1725504657.5254
MEM 3104.972656 1725504657.6256
MEM 3161.945312 1725504657.7258
MEM 3076.613281 1725504657.8260
MEM 3078.160156 1725504657.9262
MEM 3104.972656 1725504658.0264
MEM 3104.972656 1725504658.1266
MEM 3104.972656 1725504658.2268
MEM 3161.945312 1725504658.3269
MEM 3076.613281 1725504658.4271
MEM 3077.257812 1725504658.5273
MEM 3102.007812 1725504658.6276
MEM 3104.972656 1725504658.7278
MEM 3104.972656 1725504658.8280
MEM 3108.972656 1725504658.9281
MEM 3161.945312 1725504659.0282
MEM 3076.742188 1725504659.1285
MEM 3082.285156 1725504659.2288
MEM 3104.972656 1725504659.3290
MEM 3104.972656 1725504659.4291
MEM 3104.972656 1725504659.5293
MEM 3161.945312 1725504659.6295
MEM 3076.613281 1725504659.7297
MEM 3079.320312 1725504659.8299
MEM 3104.972656 1725504659.9301
MEM 3104.972656 1725504660.0303
MEM 3104.972656 1725504660.1305
MEM 3161.945312 1725504660.2307
MEM 3076.613281 1725504660.3309
MEM 3077.773438 1725504660.4312
MEM 3104.972656 1725504660.5314
MEM 3104.972656 1725504660.6317
MEM 3104.972656 1725504660.7319
MEM 3152.964844 1725504660.8322
MEM 3161.945312 1725504660.9323
MEM 3076.738281 1725504661.0326
MEM 3082.796875 1725504661.1328
MEM 3104.968750 1725504661.2330
MEM 3104.968750 1725504661.3333
MEM 3104.968750 1725504661.4334
MEM 3161.937500 1725504661.5336
MEM 3076.613281 1725504661.6339
MEM 3079.449219 1725504661.7342
MEM 3104.972656 1725504661.8344
MEM 3104.972656 1725504661.9345
MEM 3104.972656 1725504662.0347
MEM 3161.945312 1725504662.1349
MEM 3076.613281 1725504662.2351
MEM 3077.902344 1725504662.3353
MEM 3098.269531 1725504662.4356
MEM 3104.972656 1725504662.5358
MEM 3104.972656 1725504662.6360
MEM 3118.972656 1725504662.7362
MEM 3161.945312 1725504662.8363
MEM 3076.613281 1725504662.9366
MEM 3078.417969 1725504663.0368
MEM 3104.972656 1725504663.1370
MEM 3104.972656 1725504663.2372
MEM 3104.972656 1725504663.3374
MEM 3161.945312 1725504663.4376
MEM 3076.613281 1725504663.5378
MEM 3078.160156 1725504663.6380
MEM 3104.972656 1725504663.7382
MEM 3104.972656 1725504663.8384
MEM 3104.972656 1725504663.9385
MEM 3161.945312 1725504664.0386
MEM 3161.945312 1725504664.1388
MEM 3076.871094 1725504664.2391
MEM 3083.703125 1725504664.3393
MEM 3104.972656 1725504664.4395
MEM 3104.972656 1725504664.5396
MEM 3104.972656 1725504664.6398
MEM 3161.945312 1725504664.7399
MEM 3076.613281 1725504664.8401
MEM 3078.675781 1725504664.9407
MEM 3104.972656 1725504665.0410
MEM 3104.972656 1725504665.1411
MEM 3104.972656 1725504665.2413
MEM 3161.945312 1725504665.3415
MEM 3076.613281 1725504665.4418
MEM 3077.000000 1725504665.5421
MEM 3093.113281 1725504665.6423
MEM 3104.972656 1725504665.7424
MEM 3104.972656 1725504665.8426
MEM 3104.972656 1725504665.9428
MEM 3161.945312 1725504666.0430
MEM 3076.613281 1725504666.1432
MEM 3081.640625 1725504666.2435
MEM 3104.972656 1725504666.3437
MEM 3104.972656 1725504666.4439
MEM 3104.972656 1725504666.5441
MEM 3161.945312 1725504666.6442
MEM 3076.613281 1725504666.7445
MEM 3078.417969 1725504666.8448
MEM 3104.972656 1725504666.9449
MEM 3104.972656 1725504667.0451
MEM 3104.972656 1725504667.1453
MEM 3161.945312 1725504667.2455
MEM 3076.613281 1725504667.3457
MEM 3077.386719 1725504667.4459
MEM 3104.972656 1725504667.5462
MEM 3104.972656 1725504667.6464
MEM 3104.972656 1725504667.7466
MEM 3161.945312 1725504667.8467
MEM 3161.945312 1725504667.9475
MEM 3076.613281 1725504668.0481
MEM 3080.222656 1725504668.1484
MEM 3104.972656 1725504668.2486
MEM 3104.972656 1725504668.3487
MEM 3104.972656 1725504668.4489
MEM 3161.945312 1725504668.5490
MEM 3076.613281 1725504668.6493
MEM 3078.160156 1725504668.7495
MEM 3104.972656 1725504668.8497
MEM 3104.972656 1725504668.9499
MEM 3104.972656 1725504669.0500
MEM 3161.945312 1725504669.1502
MEM 3076.613281 1725504669.2504
MEM 3077.000000 1725504669.3507
MEM 3084.347656 1725504669.4509
MEM 3104.972656 1725504669.5510
MEM 3104.972656 1725504669.6511
MEM 3104.972656 1725504669.7513
MEM 3161.945312 1725504669.8514
MEM 3076.613281 1725504669.9517
MEM 3078.417969 1725504670.0519
MEM 3104.972656 1725504670.1521
MEM 3104.972656 1725504670.2522
MEM 3104.972656 1725504670.3524
MEM 3161.945312 1725504670.4525
MEM 3076.613281 1725504670.5530
MEM 3076.871094 1725504670.6533
MEM 3090.664062 1725504670.7535
MEM 3104.972656 1725504670.8536
MEM 3104.972656 1725504670.9538
MEM 3104.972656 1725504671.0540
MEM 3161.945312 1725504671.1541
MEM 3076.613281 1725504671.2544
MEM 3079.578125 1725504671.3548
MEM 3104.972656 1725504671.4550
MEM 3104.972656 1725504671.5552
MEM 3104.972656 1725504671.6554
MEM 3161.945312 1725504671.7556
MEM 3076.613281 1725504671.8559
MEM 3077.000000 1725504671.9561
MEM 3099.171875 1725504672.0564
MEM 3104.972656 1725504672.1566
MEM 3104.972656 1725504672.2567
MEM 3158.964844 1725504672.3569
MEM 3161.945312 1725504672.4570
MEM 3077.128906 1725504672.5573
MEM 3097.496094 1725504672.6575
MEM 3104.972656 1725504672.7578
MEM 3104.972656 1725504672.8579
MEM 3133.417969 1725504672.9581
MEM 3161.945312 1725504673.0583
MEM 3076.742188 1725504673.1585
MEM 3081.382812 1725504673.2588
MEM 3104.972656 1725504673.3589
MEM 3104.972656 1725504673.4591
MEM 3104.972656 1725504673.5598
MEM 3161.945312 1725504673.6600
MEM 3076.613281 1725504673.7604
MEM 3078.031250 1725504673.8611
MEM 3100.332031 1725504673.9617
MEM 3104.972656 1725504674.0622
MEM 3104.972656 1725504674.1628
MEM 3161.945312 1725504674.2633
MEM 3161.945312 1725504674.3646
MEM 3077.257812 1725504674.4653
MEM 3097.753906 1725504674.5659
MEM 3104.972656 1725504674.6664
MEM 3104.972656 1725504674.7670
MEM 3126.972656 1725504674.8675
MEM 3161.945312 1725504674.9680
MEM 3077.000000 1725504675.0687
MEM 3089.632812 1725504675.1692
MEM 3104.972656 1725504675.2697
MEM 3104.972656 1725504675.3701
MEM 3104.972656 1725504675.4707
MEM 3161.945312 1725504675.5711
MEM 3076.613281 1725504675.6717
MEM 3079.320312 1725504675.7723
MEM 3104.972656 1725504675.8726
MEM 3104.972656 1725504675.9727
MEM 3104.972656 1725504676.0729
MEM 3162.003906 1725504676.1731
MEM 3076.613281 1725504676.2733
MEM 3077.320312 1725504676.3736
MEM 3097.925781 1725504676.4738
MEM 3104.992188 1725504676.5740
MEM 3104.992188 1725504676.6742
MEM 3118.992188 1725504676.7744
MEM 3162.003906 1725504676.8745
MEM 3076.613281 1725504676.9750
MEM 3079.531250 1725504677.0753
MEM 3104.925781 1725504677.1755
MEM 3104.925781 1725504677.2756
MEM 3104.925781 1725504677.3758
MEM 3161.937500 1725504677.4760
MEM 3076.613281 1725504677.5770
MEM 3077.804688 1725504677.6773
MEM 3104.875000 1725504677.7775
MEM 3104.875000 1725504677.8776
MEM 3104.875000 1725504677.9778
MEM 3159.011719 1725504678.0779
MEM 3161.992188 1725504678.1780
MEM 3077.128906 1725504678.2784
MEM 3094.273438 1725504678.3787
MEM 3104.972656 1725504678.4789
MEM 3104.972656 1725504678.5791
MEM 3104.972656 1725504678.6792
MEM 3161.945312 1725504678.7794
MEM 3076.871094 1725504678.8798
MEM 3087.699219 1725504678.9800
MEM 3104.972656 1725504679.0803
MEM 3104.972656 1725504679.1804
MEM 3104.972656 1725504679.2806
MEM 3161.945312 1725504679.3807
MEM 3076.613281 1725504679.4811
MEM 3080.867188 1725504679.5813
MEM 3104.972656 1725504679.6815
MEM 3104.972656 1725504679.7816
MEM 3104.972656 1725504679.8818
MEM 3161.945312 1725504679.9820
MEM 3076.613281 1725504680.0823
MEM 3078.933594 1725504680.1826
MEM 3104.972656 1725504680.2828
MEM 3104.972656 1725504680.3829
MEM 3104.972656 1725504680.4831
MEM 3161.945312 1725504680.5832
MEM 3076.613281 1725504680.6834
MEM 3077.773438 1725504680.7836
MEM 3104.972656 1725504680.8838
MEM 3104.972656 1725504680.9840
MEM 3104.972656 1725504681.0841
MEM 3136.960938 1725504681.1842
MEM 3161.941406 1725504681.2845
MEM 3076.613281 1725504681.3850
MEM 3082.285156 1725504681.4853
MEM 3104.972656 1725504681.5855
MEM 3104.972656 1725504681.6857
MEM 3104.972656 1725504681.7859
MEM 3161.945312 1725504681.8860
MEM 3076.613281 1725504681.9865
MEM 3079.578125 1725504682.0868
MEM 3104.972656 1725504682.1870
MEM 3104.972656 1725504682.2872
MEM 3104.972656 1725504682.3874
MEM 3161.945312 1725504682.4875
MEM 3076.613281 1725504682.5878
MEM 3078.546875 1725504682.6880
MEM 3104.972656 1725504682.7882
MEM 3104.972656 1725504682.8884
MEM 3104.972656 1725504682.9885
MEM 3161.945312 1725504683.0887
MEM 3076.613281 1725504683.1889
MEM 3077.000000 1725504683.2892
MEM 3087.699219 1725504683.3894
MEM 3104.972656 1725504683.4896
MEM 3104.972656 1725504683.5897
MEM 3104.972656 1725504683.6899
MEM 3161.945312 1725504683.7900
MEM 3076.613281 1725504683.8903
MEM 3078.933594 1725504683.9910
MEM 3104.972656 1725504684.0913
MEM 3104.972656 1725504684.1915
MEM 3104.972656 1725504684.2917
MEM 3161.945312 1725504684.3919
MEM 3076.613281 1725504684.4922
MEM 3077.902344 1725504684.5926
MEM 3104.972656 1725504684.6928
MEM 3104.972656 1725504684.7930
MEM 3104.972656 1725504684.8932
MEM 3161.945312 1725504684.9933
MEM 3161.945312 1725504685.0941
MEM 3076.871094 1725504685.1945
MEM 3091.437500 1725504685.2948
MEM 3104.972656 1725504685.3950
MEM 3104.972656 1725504685.4952
MEM 3104.972656 1725504685.5953
MEM 3161.941406 1725504685.6955
MEM 3076.613281 1725504685.7959
MEM 3081.511719 1725504685.8962
MEM 3104.972656 1725504685.9963
MEM 3104.972656 1725504686.0965
MEM 3104.972656 1725504686.1967
MEM 3161.945312 1725504686.2970
MEM 3076.613281 1725504686.3975
MEM 3079.320312 1725504686.4981
MEM 3104.972656 1725504686.5985
MEM 3104.972656 1725504686.6988
MEM 3104.972656 1725504686.7991
MEM 3161.945312 1725504686.8994
MEM 3076.613281 1725504686.9998
MEM 3078.546875 1725504687.1003
MEM 3104.972656 1725504687.2007
MEM 3104.972656 1725504687.3009
MEM 3104.972656 1725504687.4011
MEM 3161.945312 1725504687.5013
MEM 3076.613281 1725504687.6016
MEM 3076.871094 1725504687.7019
MEM 3088.601562 1725504687.8022
MEM 3104.972656 1725504687.9024
MEM 3104.972656 1725504688.0025
MEM 3104.972656 1725504688.1027
MEM 3161.945312 1725504688.2029
MEM 3076.613281 1725504688.3032
MEM 3081.769531 1725504688.4035
MEM 3104.972656 1725504688.5036
MEM 3104.972656 1725504688.6038
MEM 3104.972656 1725504688.7040
MEM 3161.941406 1725504688.8041
MEM 3076.613281 1725504688.9044
MEM 3079.410156 1725504689.0046
MEM 3104.933594 1725504689.1048
MEM 3104.933594 1725504689.2050
MEM 3104.933594 1725504689.3051
MEM 3161.828125 1725504689.4053
MEM 3076.613281 1725504689.5055
MEM 3077.902344 1725504689.6057
MEM 3104.972656 1725504689.7059
MEM 3104.972656 1725504689.8061
MEM 3104.972656 1725504689.9063
MEM 3150.964844 1725504690.0065
MEM 3161.945312 1725504690.1067
MEM 3076.613281 1725504690.2070
MEM 3081.125000 1725504690.3072
MEM 3104.972656 1725504690.4074
MEM 3104.972656 1725504690.5077
MEM 3104.972656 1725504690.6078
MEM 3161.945312 1725504690.7080
MEM 3076.613281 1725504690.8083
MEM 3079.449219 1725504690.9086
MEM 3104.972656 1725504691.0088
MEM 3104.972656 1725504691.1089
MEM 3104.972656 1725504691.2091
MEM 3161.945312 1725504691.3093
MEM 3076.613281 1725504691.4095
MEM 3079.191406 1725504691.5098
MEM 3104.972656 1725504691.6100
MEM 3104.972656 1725504691.7102
MEM 3104.972656 1725504691.8104
MEM 3161.945312 1725504691.9106
MEM 3076.613281 1725504692.0108
MEM 3078.546875 1725504692.1110
MEM 3104.972656 1725504692.2111
MEM 3104.972656 1725504692.3113
MEM 3104.972656 1725504692.4114
MEM 3161.945312 1725504692.5116
MEM 3076.613281 1725504692.6119
MEM 3077.644531 1725504692.7121
MEM 3104.457031 1725504692.8123
MEM 3104.972656 1725504692.9124
MEM 3104.972656 1725504693.0127
MEM 3133.160156 1725504693.1129
MEM 3161.945312 1725504693.2131
MEM 3076.613281 1725504693.3134
MEM 3080.351562 1725504693.4136
MEM 3104.972656 1725504693.5139
MEM 3104.972656 1725504693.6141
MEM 3104.972656 1725504693.7143
MEM 3161.945312 1725504693.8144
MEM 3076.613281 1725504693.9147
MEM 3078.417969 1725504694.0150
MEM 3104.972656 1725504694.1152
MEM 3104.972656 1725504694.2153
MEM 3104.972656 1725504694.3155
MEM 3161.945312 1725504694.4158
MEM 3076.613281 1725504694.5161
MEM 3077.128906 1725504694.6164
MEM 3102.265625 1725504694.7166
MEM 3104.972656 1725504694.8167
MEM 3104.972656 1725504694.9168
MEM 3134.191406 1725504695.0170
MEM 3161.945312 1725504695.1171
MEM 3076.613281 1725504695.2180
MEM 3081.125000 1725504695.3182
MEM 3104.972656 1725504695.4184
MEM 3104.972656 1725504695.5186
MEM 3104.972656 1725504695.6187
MEM 3161.945312 1725504695.7189
MEM 3076.613281 1725504695.8191
MEM 3078.546875 1725504695.9193
MEM 3104.972656 1725504696.0195
MEM 3104.972656 1725504696.1197
MEM 3104.972656 1725504696.2200
MEM 3161.941406 1725504696.3201
MEM 3076.613281 1725504696.4203
MEM 3077.515625 1725504696.5211
MEM 3104.972656 1725504696.6214
MEM 3104.972656 1725504696.7216
MEM 3104.972656 1725504696.8218
MEM 3140.964844 1725504696.9220
MEM 3161.945312 1725504697.0221
MEM 3077.128906 1725504697.1225
MEM 3092.984375 1725504697.2228
MEM 3104.972656 1725504697.3229
MEM 3104.972656 1725504697.4231
MEM 3104.972656 1725504697.5233
MEM 3161.945312 1725504697.6235
MEM 3076.613281 1725504697.7239
MEM 3080.738281 1725504697.8241
MEM 3104.972656 1725504697.9243
MEM 3104.972656 1725504698.0245
MEM 3104.972656 1725504698.1247
MEM 3161.945312 1725504698.2248
MEM 3076.613281 1725504698.3251
MEM 3079.320312 1725504698.4257
MEM 3104.972656 1725504698.5260
MEM 3104.972656 1725504698.6263
MEM 3104.972656 1725504698.7265
MEM 3161.945312 1725504698.8267
MEM 3076.613281 1725504698.9270
MEM 3078.933594 1725504699.0272
MEM 3104.972656 1725504699.1274
MEM 3104.972656 1725504699.2277
MEM 3104.972656 1725504699.3278
MEM 3161.945312 1725504699.4281
MEM 3076.613281 1725504699.5283
MEM 3078.289062 1725504699.6286
MEM 3104.972656 1725504699.7288
MEM 3104.972656 1725504699.8289
MEM 3104.972656 1725504699.9291
MEM 3161.945312 1725504700.0293
MEM 3076.613281 1725504700.1295
MEM 3076.742188 1725504700.2297
MEM 3083.187500 1725504700.3299
MEM 3104.972656 1725504700.4302
MEM 3104.972656 1725504700.5304
MEM 3104.972656 1725504700.6306
MEM 3161.945312 1725504700.7309
MEM 3076.613281 1725504700.8311
MEM 3078.933594 1725504700.9313
MEM 3104.972656 1725504701.0316
MEM 3104.972656 1725504701.1318
MEM 3104.972656 1725504701.2320
MEM 3161.945312 1725504701.3322
MEM 3076.613281 1725504701.4324
MEM 3078.160156 1725504701.5326
MEM 3104.972656 1725504701.6328
MEM 3104.972656 1725504701.7330
MEM 3104.972656 1725504701.8332
MEM 3161.945312 1725504701.9334
MEM 3076.613281 1725504702.0336
MEM 3077.773438 1725504702.1338
MEM 3104.972656 1725504702.2340
MEM 3104.972656 1725504702.3342
MEM 3104.972656 1725504702.4344
MEM 3161.945312 1725504702.5345
MEM 3139.531250 1725504702.6351
MEM 3077.386719 1725504702.7354
MEM 3103.941406 1725504702.8356
MEM 3104.972656 1725504702.9358
MEM 3104.972656 1725504703.0359
MEM 3124.972656 1725504703.1361
MEM 3161.945312 1725504703.2362
MEM 3076.613281 1725504703.3365
MEM 3079.707031 1725504703.4373
MEM 3104.972656 1725504703.5375
MEM 3104.972656 1725504703.6377
MEM 3104.972656 1725504703.7379
MEM 3161.941406 1725504703.8380
MEM 3076.613281 1725504703.9383
MEM 3078.031250 1725504704.0385
MEM 3104.972656 1725504704.1387
MEM 3104.972656 1725504704.2390
MEM 3104.972656 1725504704.3392
MEM 3161.945312 1725504704.4394
MEM 3076.613281 1725504704.5396
MEM 3077.000000 1725504704.6399
MEM 3093.242188 1725504704.7402
MEM 3104.972656 1725504704.8404
MEM 3104.972656 1725504704.9405
MEM 3104.972656 1725504705.0407
MEM 3161.945312 1725504705.1408
MEM 3076.613281 1725504705.2411
MEM 3079.191406 1725504705.3414
MEM 3104.972656 1725504705.4417
MEM 3104.972656 1725504705.5419
MEM 3104.972656 1725504705.6421
MEM 3161.945312 1725504705.7423
MEM 3076.613281 1725504705.8426
MEM 3077.773438 1725504705.9428
MEM 3104.972656 1725504706.0430
MEM 3104.972656 1725504706.1432
MEM 3104.972656 1725504706.2433
MEM 3161.945312 1725504706.3435
MEM 3161.945312 1725504706.4436
MEM 3076.742188 1725504706.5439
MEM 3084.476562 1725504706.6442
MEM 3104.972656 1725504706.7444
MEM 3104.972656 1725504706.8447
MEM 3104.972656 1725504706.9449
MEM 3161.945312 1725504707.0451
MEM 3076.613281 1725504707.1454
MEM 3079.320312 1725504707.2457
MEM 3104.972656 1725504707.3458
MEM 3104.972656 1725504707.4460
MEM 3104.972656 1725504707.5461
MEM 3161.945312 1725504707.6463
MEM 3076.613281 1725504707.7465
MEM 3078.160156 1725504707.8467
MEM 3104.972656 1725504707.9469
MEM 3104.972656 1725504708.0471
MEM 3104.972656 1725504708.1472
MEM 3161.945312 1725504708.2474
MEM 3076.613281 1725504708.3480
MEM 3076.613281 1725504708.4486
MEM 3083.316406 1725504708.5489
MEM 3104.972656 1725504708.6490
MEM 3104.972656 1725504708.7492
MEM 3104.972656 1725504708.8493
MEM 3161.945312 1725504708.9495
MEM 3076.613281 1725504709.0498
MEM 3078.289062 1725504709.1500
MEM 3104.972656 1725504709.2502
MEM 3104.972656 1725504709.3503
MEM 3104.972656 1725504709.4505
MEM 3161.945312 1725504709.5506
MEM 3161.945312 1725504709.6508
MEM 3076.613281 1725504709.7512
MEM 3079.964844 1725504709.8517
MEM 3104.972656 1725504709.9520
MEM 3104.972656 1725504710.0523
MEM 3104.972656 1725504710.1525
MEM 3161.945312 1725504710.2526
MEM 3076.613281 1725504710.3529
MEM 3077.386719 1725504710.4533
MEM 3104.972656 1725504710.5535
MEM 3104.972656 1725504710.6537
MEM 3104.972656 1725504710.7539
MEM 3133.675781 1725504710.8540
